Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,room_type_reserved,lead_time,arrival_date,market_segment_type,avg_price_per_room,booking_status,Year 
INN00504,1,0,0,2,Meal Plan 1,Room_Type 1,192,2018-06-24,Offline,95,Not_Canceled,2018
INN00505,2,0,2,4,Meal Plan 1,Room_Type 1,152,2018-06-18,Offline,80.75,Not_Canceled,2018
INN00506,3,0,0,4,Meal Plan 1,Room_Type 4,42,2018-08-30,Online,142.2,Not_Canceled,2018
INN00507,3,0,2,3,Meal Plan 1,Room_Type 4,209,2018-10-21,Online,128.7,Canceled,2018
INN00508,2,0,2,3,Meal Plan 1,Room_Type 1,69,2018-03-20,Online,90.95,Not_Canceled,2018
INN00509,2,0,1,2,Meal Plan 1,Room_Type 1,80,2018-11-18,Online,93.6,Not_Canceled,2018
INN00510,2,0,1,2,Meal Plan 1,Room_Type 4,49,2017-11-09,Offline,60,Not_Canceled,2017
INN00511,1,0,0,3,Meal Plan 1,Room_Type 1,143,2018-08-25,Offline,90,Not_Canceled,2018
INN00512,2,0,2,1,Not Selected,Room_Type 1,67,2017-12-05,Online,95.4,Not_Canceled,2017
INN00513,2,0,0,2,Meal Plan 1,Room_Type 1,41,2018-10-21,Online,160,Canceled,2018
INN00514,2,0,2,1,Meal Plan 1,Room_Type 4,154,2018-10-30,Online,104.1,Canceled,2018
INN00515,2,0,0,1,Meal Plan 2,Room_Type 1,55,2018-04-06,Offline,104,Not_Canceled,2018
INN00516,2,0,0,4,Meal Plan 1,Room_Type 1,2,2018-08-03,Offline,109,Not_Canceled,2018
INN00517,2,0,2,4,Meal Plan 1,Room_Type 4,99,2018-04-10,Online,93.78,Canceled,2018
INN00518,1,0,0,2,Meal Plan 1,Room_Type 1,14,2017-10-14,Corporate,95,Not_Canceled,2017
INN00519,1,0,0,1,Not Selected,Room_Type 1,0,2018-10-15,Online,140,Not_Canceled,2018
INN00520,2,0,1,3,Meal Plan 1,Room_Type 1,22,2017-12-24,Online,87,Not_Canceled,2017
INN00521,1,0,2,1,Meal Plan 1,Room_Type 4,7,2018-03-05,Online,85.85,Not_Canceled,2018
INN00522,2,0,1,3,Meal Plan 1,Room_Type 4,84,2018-03-24,Online,99.45,Not_Canceled,2018
INN00523,2,0,0,4,Meal Plan 1,Room_Type 4,109,2018-05-04,Online,120.28,Not_Canceled,2018
INN00524,1,0,0,3,Meal Plan 1,Room_Type 1,71,2018-06-14,Offline,120,Not_Canceled,2018
INN00525,2,0,2,0,Meal Plan 1,Room_Type 1,4,2018-04-03,Online,77.77,Not_Canceled,2018
INN00526,1,0,0,3,Meal Plan 1,Room_Type 1,71,2018-06-14,Offline,120,Not_Canceled,2018
INN00527,2,0,0,1,Not Selected,Room_Type 1,58,2018-06-10,Online,116.1,Not_Canceled,2018
INN00528,3,0,0,1,Meal Plan 2,Room_Type 4,133,2018-07-23,Online,189,Canceled,2018
INN00529,2,0,2,1,Meal Plan 1,Room_Type 4,27,2018-06-26,Online,152.67,Canceled,2018
INN00530,2,0,2,3,Meal Plan 1,Room_Type 1,27,2018-02-04,Online,66.31,Not_Canceled,2018
INN00531,1,0,0,1,Meal Plan 1,Room_Type 1,9,2017-09-10,Online,95,Not_Canceled,2017
INN00532,2,1,0,3,Meal Plan 1,Room_Type 1,86,2018-12-08,Online,122,Canceled,2018
INN00533,2,0,0,3,Meal Plan 1,Room_Type 1,13,2017-12-17,Offline,58,Not_Canceled,2017
INN00534,2,0,1,3,Meal Plan 1,Room_Type 1,0,2018-12-05,Online,89.89,Not_Canceled,2018
INN00535,2,0,0,2,Meal Plan 1,Room_Type 4,5,2018-06-21,Online,156,Not_Canceled,2018
INN00536,2,0,1,3,Meal Plan 1,Room_Type 4,82,2018-03-24,Online,99.45,Not_Canceled,2018
INN00537,2,1,0,2,Meal Plan 1,Room_Type 6,330,2018-08-31,Online,172.8,Canceled,2018
INN00538,2,0,1,3,Not Selected,Room_Type 1,3,2018-08-22,Online,98.56,Not_Canceled,2018
INN00539,1,0,0,1,Meal Plan 1,Room_Type 1,35,2018-03-10,Online,71.1,Canceled,2018
INN00540,1,0,6,15,Meal Plan 1,Room_Type 4,12,2018-03-30,Online,128.06,Canceled,2018
INN00541,1,0,0,1,Meal Plan 1,Room_Type 1,0,2018-11-19,Complementary,0,Not_Canceled,2018
INN00542,2,1,0,1,Meal Plan 1,Room_Type 1,7,2018-04-07,Online,106,Not_Canceled,2018
INN00543,2,0,0,4,Meal Plan 1,Room_Type 4,47,2018-09-27,Online,130.61,Canceled,2018
INN00544,2,0,2,3,Not Selected,Room_Type 1,117,2018-06-17,Online,105.74,Not_Canceled,2018
INN00545,2,0,0,2,Meal Plan 1,Room_Type 4,2,2018-06-10,Online,136,Not_Canceled,2018
INN00546,2,0,0,1,Meal Plan 1,Room_Type 1,26,2018-06-08,Offline,120,Not_Canceled,2018
INN00547,2,0,2,2,Not Selected,Room_Type 1,75,2018-12-02,Online,74.8,Not_Canceled,2018
INN00548,2,0,0,2,Meal Plan 2,Room_Type 1,256,2018-06-15,Online,112,Canceled,2018
INN00549,2,1,1,0,Meal Plan 1,Room_Type 1,137,2018-08-21,Online,121.5,Not_Canceled,2018
INN00550,2,0,0,4,Meal Plan 1,Room_Type 1,92,2017-10-07,Offline,70,Not_Canceled,2017
INN00551,1,0,0,1,Meal Plan 1,Room_Type 1,1,2018-11-29,Offline,75,Not_Canceled,2018
INN00552,2,0,0,1,Meal Plan 1,Room_Type 1,18,2018-01-02,Offline,54,Not_Canceled,2018
INN00553,2,0,1,2,Meal Plan 1,Room_Type 1,78,2018-03-25,Online,100,Canceled,2018
INN00554,1,0,0,1,Meal Plan 1,Room_Type 4,8,2018-04-23,Complementary,0,Not_Canceled,2018
INN00555,1,2,4,9,Meal Plan 1,Room_Type 6,30,2018-11-02,Online,186.22,Canceled,2018
INN00556,2,0,2,0,Not Selected,Room_Type 1,117,2018-11-13,Online,79.2,Not_Canceled,2018
INN00557,2,0,1,1,Meal Plan 1,Room_Type 1,10,2018-03-19,Online,103,Not_Canceled,2018
INN00558,2,0,2,2,Meal Plan 1,Room_Type 1,56,2017-09-25,Offline,185,Not_Canceled,2017
INN00559,2,0,0,2,Meal Plan 1,Room_Type 1,8,2017-10-20,Online,135,Not_Canceled,2017
INN00560,2,0,2,0,Meal Plan 2,Room_Type 1,386,2018-10-23,Online,115,Canceled,2018
INN00561,2,0,0,2,Meal Plan 2,Room_Type 1,273,2017-07-17,Online,109,Canceled,2017
INN00562,2,0,0,1,Meal Plan 1,Room_Type 1,33,2018-11-26,Online,104,Canceled,2018
INN00563,3,0,2,5,Meal Plan 1,Room_Type 4,184,2018-08-03,Online,130.05,Not_Canceled,2018
INN00564,2,0,1,3,Meal Plan 1,Room_Type 1,232,2018-09-05,Online,100.3,Canceled,2018
INN00565,1,0,0,2,Meal Plan 1,Room_Type 1,188,2018-06-15,Online,130,Canceled,2018
INN00566,2,0,0,2,Meal Plan 2,Room_Type 1,102,2017-10-16,Offline,109,Not_Canceled,2017
INN00567,2,0,2,2,Meal Plan 1,Room_Type 4,45,2018-10-07,Online,139.5,Canceled,2018
INN00568,1,0,0,1,Meal Plan 1,Room_Type 1,1,2018-02-03,Corporate,66,Not_Canceled,2018
INN00569,2,0,2,2,Meal Plan 1,Room_Type 1,63,2018-09-03,Online,106.88,Not_Canceled,2018
INN00570,2,0,2,2,Meal Plan 1,Room_Type 4,89,2018-09-16,Online,149.4,Not_Canceled,2018
INN00571,1,0,0,2,Meal Plan 1,Room_Type 1,63,2018-04-26,Online,109.35,Not_Canceled,2018
INN00572,2,0,0,3,Meal Plan 1,Room_Type 1,304,2018-11-03,Online,89,Canceled,2018
INN00573,1,0,2,1,Meal Plan 1,Room_Type 1,1,2018-04-09,Online,115,Not_Canceled,2018
INN00574,1,0,0,1,Meal Plan 1,Room_Type 1,51,2018-03-16,Corporate,85.5,Not_Canceled,2018
INN00575,2,0,0,2,Meal Plan 1,Room_Type 4,110,2018-04-20,Online,90.95,Not_Canceled,2018
INN00576,2,0,2,1,Meal Plan 1,Room_Type 4,20,2018-07-30,Online,117.55,Not_Canceled,2018
INN00577,2,0,0,1,Not Selected,Room_Type 1,50,2018-10-19,Online,108,Canceled,2018
INN00578,2,0,0,3,Meal Plan 1,Room_Type 4,48,2018-10-11,Online,139.5,Not_Canceled,2018
INN00579,2,0,0,3,Meal Plan 1,Room_Type 5,96,2018-09-13,Online,129.88,Canceled,2018
INN00580,2,0,1,4,Meal Plan 1,Room_Type 1,148,2017-12-30,Offline,67,Not_Canceled,2017
INN00581,2,0,1,1,Not Selected,Room_Type 1,25,2018-10-03,Online,129,Canceled,2018
INN00582,2,0,2,5,Meal Plan 1,Room_Type 1,148,2018-06-25,Online,79.53,Canceled,2018
INN00583,2,0,1,3,Meal Plan 1,Room_Type 1,114,2018-08-22,Offline,72.25,Not_Canceled,2018
INN00584,1,0,0,2,Meal Plan 2,Room_Type 1,257,2017-07-01,Offline,80,Not_Canceled,2017
INN00585,2,0,2,5,Meal Plan 1,Room_Type 1,105,2018-06-11,Online,119.85,Not_Canceled,2018
INN00586,1,0,1,2,Meal Plan 1,Room_Type 1,4,2017-11-02,Online,117,Not_Canceled,2017
INN00587,2,0,2,2,Meal Plan 2,Room_Type 4,67,2017-09-06,Complementary,29,Not_Canceled,2017
INN00588,2,0,2,2,Meal Plan 1,Room_Type 1,61,2018-09-02,Online,118.8,Not_Canceled,2018
INN00589,2,0,0,2,Meal Plan 1,Room_Type 1,79,2018-12-30,Offline,192.03,Not_Canceled,2018
INN00590,3,0,0,1,Meal Plan 1,Room_Type 1,74,2018-05-21,Online,168.3,Not_Canceled,2018
INN00591,2,0,0,1,Not Selected,Room_Type 1,120,2018-05-12,Online,72.76,Not_Canceled,2018
INN00592,2,0,0,3,Meal Plan 1,Room_Type 1,157,2018-12-08,Offline,68,Not_Canceled,2018
INN00593,2,0,0,4,Meal Plan 1,Room_Type 1,4,2018-01-06,Online,89,Not_Canceled,2018
INN00594,2,0,2,5,Meal Plan 1,Room_Type 4,46,2018-08-28,Online,124.46,Not_Canceled,2018
INN00595,1,0,2,1,Meal Plan 1,Room_Type 1,41,2018-03-13,Corporate,70.33,Not_Canceled,2018
INN00596,3,0,1,4,Meal Plan 1,Room_Type 4,84,2018-06-15,Online,170.1,Not_Canceled,2018
INN00597,2,0,0,2,Meal Plan 1,Room_Type 1,245,2018-06-17,Online,75,Canceled,2018
INN00598,2,0,0,3,Meal Plan 1,Room_Type 4,27,2018-06-29,Online,125.25,Not_Canceled,2018
INN00599,2,0,3,7,Meal Plan 1,Room_Type 1,74,2017-07-27,Online,55.9,Not_Canceled,2017
INN00600,2,0,1,2,Meal Plan 1,Room_Type 1,85,2018-06-20,Online,126.9,Canceled,2018
INN00601,2,0,0,2,Not Selected,Room_Type 1,6,2018-02-26,Online,79,Canceled,2018
INN00602,2,0,2,3,Meal Plan 1,Room_Type 1,256,2018-10-23,Online,94.35,Canceled,2018
INN00603,2,0,0,2,Meal Plan 2,Room_Type 1,265,2018-06-24,Online,109,Canceled,2018
INN00604,2,0,2,3,Meal Plan 1,Room_Type 4,64,2018-04-15,Online,112.2,Not_Canceled,2018
INN00605,1,0,0,1,Meal Plan 1,Room_Type 1,0,2017-10-01,Corporate,109,Not_Canceled,2017
INN00606,1,0,0,2,Meal Plan 1,Room_Type 1,91,2018-09-14,Corporate,65,Not_Canceled,2018
INN00607,2,0,1,3,Meal Plan 1,Room_Type 1,127,2018-04-28,Offline,90,Not_Canceled,2018
INN00608,2,0,0,3,Meal Plan 1,Room_Type 1,73,2018-07-14,Offline,85,Not_Canceled,2018
INN00609,2,0,0,4,Meal Plan 1,Room_Type 1,36,2018-12-28,Online,168.73,Not_Canceled,2018
INN00610,2,0,1,3,Meal Plan 1,Room_Type 1,17,2018-12-08,Online,100.38,Not_Canceled,2018
INN00611,2,0,2,5,Meal Plan 1,Room_Type 1,164,2018-07-27,Online,99.45,Canceled,2018
INN00612,2,0,0,1,Meal Plan 1,Room_Type 1,0,2018-09-27,Corporate,160,Not_Canceled,2018
INN00613,2,0,2,1,Meal Plan 1,Room_Type 1,37,2018-10-02,Online,126,Not_Canceled,2018
INN00614,3,0,1,2,Meal Plan 1,Room_Type 1,191,2018-08-01,Offline,96.9,Not_Canceled,2018
INN00615,2,2,2,4,Meal Plan 1,Room_Type 2,33,2017-10-17,Online,95,Not_Canceled,2017
INN00616,2,0,2,1,Meal Plan 1,Room_Type 1,32,2017-09-05,Online,94.5,Not_Canceled,2017
INN00617,1,0,1,1,Meal Plan 1,Room_Type 1,3,2017-09-07,Offline,98.8,Not_Canceled,2017
INN00618,2,0,2,1,Not Selected,Room_Type 1,53,2018-07-10,Online,100.5,Not_Canceled,2018
INN00619,2,0,1,0,Meal Plan 2,Room_Type 7,8,2018-06-19,Complementary,0,Not_Canceled,2018
INN00620,2,0,2,1,Meal Plan 1,Room_Type 1,107,2018-05-29,Online,80.75,Canceled,2018
INN00621,2,0,0,1,Meal Plan 2,Room_Type 1,55,2018-04-06,Offline,104,Not_Canceled,2018
INN00622,2,0,1,2,Meal Plan 1,Room_Type 1,84,2018-04-29,Offline,89.75,Not_Canceled,2018
INN00623,2,2,0,2,Meal Plan 1,Room_Type 6,0,2017-08-25,Online,156,Not_Canceled,2017
INN00624,2,0,1,1,Meal Plan 1,Room_Type 4,1,2018-06-11,Online,136,Not_Canceled,2018
INN00625,2,0,0,2,Meal Plan 1,Room_Type 1,29,2018-12-02,Corporate,85,Not_Canceled,2018
INN00626,2,0,0,4,Meal Plan 1,Room_Type 4,41,2017-10-14,Online,87.54,Not_Canceled,2017
INN00627,2,0,0,2,Meal Plan 1,Room_Type 1,86,2017-09-09,Corporate,100,Not_Canceled,2017
INN00628,2,0,2,2,Meal Plan 1,Room_Type 1,167,2018-10-01,Online,108.9,Canceled,2018
INN00629,2,0,0,3,Not Selected,Room_Type 1,34,2018-06-14,Online,107.1,Not_Canceled,2018
INN00630,2,0,1,2,Meal Plan 1,Room_Type 1,101,2018-04-04,Online,80,Canceled,2018
INN00631,2,0,0,3,Meal Plan 1,Room_Type 1,259,2018-05-05,Online,90,Canceled,2018
INN00632,2,0,0,2,Meal Plan 1,Room_Type 1,122,2018-05-12,Online,105.3,Not_Canceled,2018
INN00633,2,0,0,1,Not Selected,Room_Type 1,1,2018-02-11,Online,80,Not_Canceled,2018
INN00634,2,0,0,2,Meal Plan 1,Room_Type 4,107,2018-08-25,Online,142.2,Not_Canceled,2018
INN00635,2,0,0,3,Meal Plan 1,Room_Type 4,35,2018-04-05,Online,131.4,Not_Canceled,2018
INN00636,1,0,0,2,Meal Plan 1,Room_Type 1,192,2018-06-24,Offline,95,Not_Canceled,2018
INN00637,2,0,0,2,Meal Plan 1,Room_Type 1,4,2018-04-01,Online,111,Canceled,2018
INN00638,2,0,1,3,Meal Plan 1,Room_Type 1,85,2018-10-06,Offline,85,Not_Canceled,2018
INN00639,3,0,0,4,Meal Plan 1,Room_Type 4,137,2018-08-24,Online,130.95,Canceled,2018
INN00640,2,0,0,2,Meal Plan 2,Room_Type 1,74,2017-09-18,Offline,101.5,Not_Canceled,2017
INN00641,1,0,2,1,Meal Plan 1,Room_Type 1,116,2018-02-28,Offline,82,Not_Canceled,2018
INN00642,2,0,2,2,Meal Plan 1,Room_Type 1,34,2017-09-13,Online,94.5,Not_Canceled,2017
INN00643,2,0,2,1,Meal Plan 1,Room_Type 1,56,2018-08-28,Online,109.8,Canceled,2018
INN00644,2,0,2,4,Meal Plan 1,Room_Type 1,149,2018-07-10,Online,72.25,Canceled,2018
INN00645,2,0,2,2,Not Selected,Room_Type 1,12,2018-02-06,Online,55.72,Not_Canceled,2018
INN00646,3,0,1,1,Meal Plan 1,Room_Type 4,52,2018-10-17,Online,158.4,Canceled,2018
INN00647,2,0,1,4,Meal Plan 1,Room_Type 4,191,2018-03-30,Offline,69,Not_Canceled,2018
INN00648,2,0,0,3,Meal Plan 1,Room_Type 1,37,2018-10-13,Offline,105,Not_Canceled,2018
INN00649,2,0,0,3,Meal Plan 1,Room_Type 4,57,2018-12-29,Online,219.6,Canceled,2018
INN00650,1,0,2,3,Meal Plan 1,Room_Type 1,9,2018-01-08,Offline,44.8,Not_Canceled,2018
INN00651,2,0,0,1,Not Selected,Room_Type 1,7,2018-10-26,Online,120,Not_Canceled,2018
INN00652,2,0,1,2,Meal Plan 1,Room_Type 1,78,2018-03-25,Online,100,Canceled,2018
INN00653,2,0,0,1,Not Selected,Room_Type 1,0,2018-06-07,Online,109,Not_Canceled,2018
INN00654,0,2,1,2,Meal Plan 1,Room_Type 2,78,2018-08-19,Online,115.68,Not_Canceled,2018
INN00655,2,0,1,2,Meal Plan 1,Room_Type 1,31,2018-09-16,Offline,75,Not_Canceled,2018
INN00656,2,0,0,2,Meal Plan 2,Room_Type 5,37,2018-06-17,Offline,134.1,Not_Canceled,2018
INN00657,2,0,2,1,Meal Plan 1,Room_Type 4,8,2018-05-29,Online,124.1,Not_Canceled,2018
INN00658,4,0,0,2,Meal Plan 1,Room_Type 7,32,2018-08-17,Online,214.75,Not_Canceled,2018
INN00659,2,0,1,2,Meal Plan 1,Room_Type 1,48,2018-10-31,Offline,75,Not_Canceled,2018
INN00660,2,0,1,2,Meal Plan 1,Room_Type 1,89,2017-11-23,Online,72.25,Not_Canceled,2017
INN00661,1,0,1,0,Meal Plan 1,Room_Type 1,0,2018-03-07,Corporate,80,Not_Canceled,2018
INN00662,2,0,0,1,Meal Plan 1,Room_Type 1,15,2018-09-20,Online,139,Not_Canceled,2018
INN00663,1,0,0,1,Meal Plan 1,Room_Type 1,10,2018-01-28,Corporate,66,Not_Canceled,2018
INN00664,1,0,0,3,Meal Plan 1,Room_Type 1,43,2018-05-31,Online,115.5,Not_Canceled,2018
INN00665,2,1,1,1,Meal Plan 1,Room_Type 1,27,2018-08-08,Online,195.5,Not_Canceled,2018
INN00666,2,0,2,0,Meal Plan 2,Room_Type 1,386,2018-10-23,Online,115,Canceled,2018
INN00667,1,0,0,1,Meal Plan 2,Room_Type 1,72,2017-09-18,Offline,84,Not_Canceled,2017
INN00668,2,0,2,1,Not Selected,Room_Type 1,10,2018-10-16,Online,107.8,Not_Canceled,2018
INN00669,2,0,0,3,Meal Plan 1,Room_Type 1,37,2018-10-13,Offline,105,Not_Canceled,2018
INN00670,2,0,2,3,Meal Plan 1,Room_Type 1,170,2018-04-08,Offline,78,Not_Canceled,2018
INN00671,1,0,0,2,Meal Plan 2,Room_Type 1,265,2018-06-24,Offline,90,Not_Canceled,2018
INN00672,2,0,1,1,Not Selected,Room_Type 1,49,2018-07-09,Online,105.3,Canceled,2018
INN00673,2,0,0,3,Meal Plan 1,Room_Type 1,51,2018-02-25,Online,80.3,Not_Canceled,2018
INN00674,1,0,1,0,Meal Plan 2,Room_Type 1,3,2018-02-08,Online,129,Not_Canceled,2018
INN00675,2,0,0,2,Meal Plan 2,Room_Type 1,265,2018-06-24,Online,115,Canceled,2018
INN00676,2,0,2,0,Not Selected,Room_Type 1,34,2018-09-11,Online,125.1,Not_Canceled,2018
INN00677,2,0,0,1,Meal Plan 1,Room_Type 1,1,2018-02-27,Online,103,Not_Canceled,2018
INN00678,2,0,2,0,Not Selected,Room_Type 1,77,2018-05-01,Online,125.1,Not_Canceled,2018
INN00679,1,0,2,5,Not Selected,Room_Type 1,60,2018-06-17,Online,96.17,Canceled,2018
INN00680,2,0,2,2,Meal Plan 1,Room_Type 1,56,2017-09-25,Offline,185,Not_Canceled,2017
INN00681,2,0,2,0,Not Selected,Room_Type 1,0,2018-06-12,Online,69.74,Not_Canceled,2018
INN00682,2,2,2,3,Meal Plan 1,Room_Type 6,136,2018-07-09,Online,172.55,Canceled,2018
INN00683,1,0,0,3,Meal Plan 1,Room_Type 1,4,2018-01-28,Online,95,Not_Canceled,2018
INN00684,2,1,1,2,Meal Plan 2,Room_Type 1,68,2018-09-09,Online,166.35,Not_Canceled,2018
INN00685,2,0,0,1,Not Selected,Room_Type 1,1,2018-11-18,Online,108,Not_Canceled,2018
INN00686,2,0,1,3,Meal Plan 1,Room_Type 4,61,2018-03-21,Online,102,Not_Canceled,2018
INN00687,2,0,1,2,Meal Plan 1,Room_Type 7,40,2018-05-13,Online,203.73,Not_Canceled,2018
INN00688,2,0,2,5,Not Selected,Room_Type 1,6,2018-11-17,Online,78.69,Canceled,2018
INN00689,2,0,0,3,Not Selected,Room_Type 1,58,2018-11-03,Online,79.2,Canceled,2018
INN00690,1,0,0,2,Meal Plan 1,Room_Type 1,35,2018-03-16,Online,76.5,Not_Canceled,2018
INN00691,2,0,0,2,Meal Plan 1,Room_Type 1,177,2018-06-03,Online,100,Canceled,2018
INN00692,2,0,0,4,Meal Plan 1,Room_Type 1,13,2018-12-14,Online,88.4,Not_Canceled,2018
INN00693,1,0,2,4,Meal Plan 1,Room_Type 1,245,2018-07-06,Online,110,Canceled,2018
INN00694,2,0,1,2,Meal Plan 1,Room_Type 4,189,2018-10-28,Online,109.8,Canceled,2018
INN00695,2,0,2,1,Meal Plan 1,Room_Type 1,271,2018-12-03,Offline,78.3,Not_Canceled,2018
INN00696,2,0,0,2,Meal Plan 2,Room_Type 1,257,2017-07-01,Online,101.5,Canceled,2017
INN00697,2,0,2,4,Not Selected,Room_Type 1,207,2018-07-28,Online,80.75,Not_Canceled,2018
INN00698,2,0,2,2,Meal Plan 1,Room_Type 1,108,2018-12-25,Online,104,Not_Canceled,2018
INN00699,2,0,0,3,Not Selected,Room_Type 1,39,2018-03-15,Online,51.19,Not_Canceled,2018
INN00700,2,1,0,1,Meal Plan 1,Room_Type 1,11,2018-11-05,Online,150,Canceled,2018
